Course	Room	Teacher	Time	Students
007372	PK25	0603646	14:00 - 16:00 T	1076785 1078869 1092959 1108799 1117207 1136145 3065779 3066124 3067056 3077931 3078437 3079120 3080512 3082058 3087757 3092126 3092604 3095391 3096808 3097075 3100468 3152788 3190778 3211393 3217415 3218679
008467	TAYF	0125630	9:00 - 10:00 MWF	1059404 1088139 3067133
003430	EHLEC	0031477	12:00 - 13:00 MWF	1059663 1161782 1163242 3079120 3080843 3095417 3114139 3122181 3194888 3212008 3217444 3254879 3314971 3316281
001841	TAYE	0814748	13:00 - 14:00 MWF	1060971 1074737 1134634 1155110 3065779 3068181 3087231
002868	EHII	0004955	13:00 - 14:00 MWF	1068656 1103971 3069455 3078958 3082688 3097082 3108487 3112040 3112329 3114776 3122181 3179026 3214617 3219428 3284809 3307321 3322715 3322720 3331496
004873	TAYG	3194193	14:00 - 15:00 MWF	1069487 3062413 3063437 3088433
007010	PK336	0162976	12:00 - 13:00 MWF	1068656 1163125 3082488 3088147 3092244 3093184 3093411 3094527 3100385 3103910 3105219 3107224 3126772 3185122 3192437 3193161 3194322 3196059 3203791 3204248 3209843 3213909 3215099 3217785
006502	TAYE	0031621	12:00 - 14:00 TH	1068660 3063437 3079887 3111037 3216906
004806	BYC106	0032827	9:00 - 10:00 MWF	1068953 1090632 3190134 3210877 3212165 3221785 3223740 3226387 3252851 3308669 3311452 3311808
004827	EHLEC	0031373	13:00 - 15:30 T	1068953 1070620 3057399 3062796 3067387 3068911 3081720 3085407 3088071 3095417 3152434 3192055 3306653
004833	CARP21	0348369	13:00 - 15:30 T	1115327 3093184 3169335 3180697
004750	PK349	3212821	13:00 - 15:30 T	1069299
005864	PK243	3212821	14:30 - 16:30 T	1069299 1081569 1092084 3188887 3191191 3192054
006511	PK229	0031621	19:00 - 21:00 T	1069299 3085596
006860	TAYG	0402773	12:00 - 14:00 TH	1069299 3094263 3099423 3145694 3155695 3190685
002697	EHIII	0031478	12:00 - 14:00 TH	1069487 3064156 3080774
011774	EHIII	1051497	13:00 - 15:30 T	1162455
001185	CARP21	0123161	13:00 - 15:30 TH	1070296 1073211 1073523 3066711 3068167 3077926 3204495 3209294
001844	TAYF	3312777	10:00 - 11:00 MWF	1070296 3087533 3135241 3211473
005847	PK180	0031416	13:00 - 15:30 TH	3118027 3211155 3254237
005724	PK336	3392421	13:00 - 15:30 T	1071986 1081058 3078987 3097592 3098490 3119048 3119630 3120610 3126883 3145694 3153306 3205329 3209949 3211006 3213402 3217195 3217371 3218135 3322236 3330820
002160	PK25	0004950	13:00 - 15:30 TH	1070812 3063119 3087948 3092411 3092781 3099257 3103166 3114872 3115257 3119909 3121582 3150160 3152667 3185122 3189051 3191834 3193161 3194683 3204279 3204644 3205337 3205454 3209784 3210000 3211360 3213412 3213727 3216633 3217313 3227175 3306482 3306835 3316614 3330439
