Course	Room	Teacher	Time	Students
008420	PK25	4177943	12:10 - 14:00 T	3819230 3823262 3930865 3970633 4003199 4005905 4096206 4164342 4231518 4280648 4002846 4094815 4096983 3875914 4140702 3930614 4169489 4091439 3822148 3901936 3929810 4170524 4181991 3851736 4074784 4096186 4278454 3914696 3759024
015016	PK180	3764403	10:10 - 11:30 MW	3824908 4129668 3816992 3910618 4000862 4002113 3975962 4278034 4280721 4002204 4002909 4023528 4143065 4180395 4181243 4003319 4279035 3559872
015500	PK278	0695890	13:10 - 16:00 T	3824908 4090841 4094613 4175373 4000483 3929237 3931453 3768356 3715155 3855583 3910576 3910656 3988063 4086317 4086424 4175551 3768339 4003415 4175531 4086379 4086254
017105	DAL119	3436165	14:10 - 16:00 T	3827187 4092823 4001662 3910684 4093165
016985	TH110	1024995	9:10 - 12:30 T	3829442 3929635 3773692 3818675 4170477 3790928 3930190 3768339
001424	PK278	0020093	14:40 - 16:00 MW	3832060 3915054 4193293 4277616 4278383 4023381 4175357 4256760 4371940 4055257 4152351 4281886 4086501 4280182 3922150 3932941 4175482 3914552 3930260 4371026
001444	PK338	0853792	13:10 - 16:00 T	3592680 3832060 3994876 4176818 4093370 4276784 3930042 3920668 3904102 3661465 3910673 3930260 3819433
001457	TH224	0901151	14:40 - 16:00 MW	3758075 3768972
008495	PK179	0316015	12:10 - 13:10 MW	3833424
017126	DAL119	4354081	12:10 - 13:10 MW	3767997 3834985 3931688 3931959
001774	PK243	3474420	10:10 - 11:30 MW	3839352 3913159 3913396 4000812 4001881 3805981 3819309 4096914 3790928 3910643 4175383 4086246
016844	PK180	0031572	16:10 - 17:30 MW	3839352 3903833 4023438 3788990 3821269 3930070 3915044 4095930 4175470 4093324 4086083 4175405 4175331 3788983 3913815 4086445
006565	PK243	0031399	10:10 - 13:00 F	3846717 3910179 3816963 3768620 3458065 3975519 3914371 3848104 4043790 3929102 4180467 4086305
005723	PK180	4170914	13:10 - 14:00 TH	3850568 4096738 4158492 4174272 4180435 4280500 4281029 4276333 4003389 3975962 4280050 3843810 4278720 4001712 4175388 4280642 4175309
006041	PK243	3818520	9:10 - 12:30 T	3833424 3915267 3928890 4093607 4175453 3917445 4280948 4087228 3690361
006045	PK180	0031526	12:10 - 14:00 T	3850568 3887957 4092290 4092833 3821958 4091806 4091936 4095080 3796906 3922542 4017901 4092769 3930301 4095086 4093423 4095234 3667464
007878	TH110	0031386	18:10 - 19:00 TH	3851827 4094832 4127367 4174480 4275431 3973885 4372037 4372208 3712913 4371973
002164	TH110	0180723	19:10 - 21:00 T	3852207 3929812 3929815 3994876 4097018 3915029 3930678 3799474 3902440 3929954
011827	TH110	4090501	13:10 - 14:00 T	3852207 3861339 3915054 3929812 3929815 4097018 3915029 3930678 3799474 3902440 3929954
014569	PK20	0409956	9:55 - 12:45 TH	3852207 3915155 3931946 3937160 3994652 4090749 4093315 4093409 4093612 4129668 4151426 4155489 4164342 4229863 4231518 4252142 4278465 4279708 4281868 3941070 4041708 4127014 4175771 4277924 3875914 3903896 3931666 4093255 4134616 4174837 4174889 4278502 4280693 4280849 3910700 4161057 3910347 4169561 4260945 4278355 3913768 4153409 4093475 4133513 4157786 4170423 4180434 4269602 4280947 4281409 4002204 4181031 4181143 4280153 4280526 3881459 3904320 4043326 4084615 4093471 4096964 4153748 4174380 4280174 3910582 3915038 4003319 4176624 4282188
