Course	Room	Teacher	Time	Students
007372	PK349	0603646	13:00 - 16:00 W	3797564 3817682 3818480 3901691 3797168 3931323 3931959 3774021 3846234 3790792 3931001 3822995 3821016 3931889 3915028 3903986 3956133 3797748 3797785 3910537 3910548 3910707 4086314 3574483 3580407 3910603
004359	PK349	0847593	12:00 - 14:00 TH	3764613 3821231 3846717 3929241 3851913 4086289
006029	PK20	0213446	14:00 - 16:00 TH	3710991 3768197 3817507 3821958 3850568 3903896 3914754 3914820 3929812 3929815 3817962 3904645 3930034 3901254 3930678 3819269 3821197 3930296 3845742 3852207 3929679 3915029 3458065 3799593 3930168 3695345 3816486 3691834 3722926 3821588 3833424 3902440 3905871 3578392 3790857 3905460 3914739 4086223 4086236 4086237 4086425 3887326 3901577 3922542 3928826 3931666 3973885 3994843 3994876 4002113 4003485 4010147 4037708 4091877 4091936 4092290 4092670 4092769 4093293 4093970 4093989 4095047 4095234 3917445 3974846 4093446
009386	PK278	0031388	17:30 - 19:00 MW	3768588 3822778 3914968 4086348 3559872
015849	PK349	3554810	13:00 - 16:30 W	3759024 3781152 3691983 3914251 3619323 3820768 3914906 3668956 3700270 3910711 4175312 3910718
011076	PK349	0826964	19:00 - 20:00 T	3788743 3854723 3796148 3797168 3805981 3818762 3798513 3905868 3910567 3910600 3797659
008784	PK278	0031572	12:00 - 14:00 TH	3788990 3901691 3820397 3818675 3820961 4086330
012303	PK278	0576472	13:00 - 15:30 T	3691981 3788990 3852520 3839352 3846234 3910602 3788983
001156	PK349	0493725	16:00 - 18:00 M	3789529 3929635 3929572 3930197 4000483 4075429 4090844
003001	PK349	3473854	11:15 - 12:45 TTH	3789806 3819177 3819230 3930034 3694738 3930301 3694289 3851913 3914354 3823271 3671929 3909951 3910479
003412	PK20	0058557	13:00 - 15:00 T	3692514 3796732 3816203 3816722 3901254 3912597 3819353 3929237 3635012 3913862 4003839 3652339 3816997
013718	PK349	3555417	12:45 - 14:15 TTH	3692164 3796732 3668386 3819367 3650736 3768972 3666995 3671929 4091773
006524	PK278	4092861	12:00 - 14:00 F	3797206 3931688 3830308 3929575 3816993 3914251 3929102 4086464
